,chembl_id,value,smiles
136,CHEMBL113275,33200.0,CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1
137,CHEMBL114297,32800.0,CN(C)CCCOc1ccc(-n2ccnc2)cc1
138,CHEMBL114555,1440.0,CCOC(=O)N1CCN(CCOc2ccc(-n3ccnc3)cc2)CC1
139,CHEMBL115876,129.0,c1ccc(CCCOc2ccc(-n3ccnc3)cc2)nc1
140,CHEMBL1162079,20835311605717.46,CC(C)NC(=O)N=S(=O)(O)c1ccc(C#N)cc1
141,CHEMBL116438,4300.0,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O
142,CHEMBL1169660,5011.87,O=C(NCCO)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1
143,CHEMBL1169994,1071.52,O=S(=O)(Nc1cc(Cl)cnc1Oc1cncc(Cl)c1)c1ccc(Cl)c(Cl)c1
144,CHEMBL117,5225.0,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
145,CHEMBL1170305,7943.28,Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)N[C@@H](c1cccc(F)c1)C1CC1
146,CHEMBL1170367,50000.0,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccnn3C)sc12
147,CHEMBL1170480,19952.62,O=C(Cn1c(CCc2cccc(F)c2F)nc(=O)c2cccnc21)N(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCNCC1
148,CHEMBL1170481,100.0,O=C(Cn1c(CCc2cccc(F)c2F)nc(=O)c2cccnc21)N(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCN(c2ccncn2)CC1
149,CHEMBL1170482,15848.93,O=C(Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc21)N(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCNCC1
150,CHEMBL1170483,79.43,O=C(Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc21)N(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCN(c2ccncn2)CC1
151,CHEMBL1170725,1348.96,Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1
152,CHEMBL1170878,8800.0,CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl
153,CHEMBL1170958,10000.0,O=C(N[C@@H](c1cccc(F)c1)C1CC1)c1c(Cc2cncnc2)c(-c2ccccc2)nc2ccccc12
154,CHEMBL1171008,21379.62,O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1
155,CHEMBL1171204,15800.0,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCc2ccco2)c1
156,CHEMBL1171708,19952.62,Cc1ccc2c(N3CCN(CCc4cccc(-c5cncnc5)c4)CC3)cccc2n1
157,CHEMBL1171709,31622.78,Cc1ccc2c(N3CCN(CCc4ccc(F)cc4)CC3)cccc2n1
158,CHEMBL1171786,4168.69,O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1
159,CHEMBL1171887,10000.0,Cc1ccc2c(N3CCN(CCc4ccc(F)c(-c5cncnc5)c4)CC3)cccc2n1
160,CHEMBL1171894,19952.62,Cc1c(-c2cccs2)nc2ccccc2c1C(=O)N[C@@H](C)C1CCCCC1
161,CHEMBL1171895,31622.78,C[C@H](NC(=O)c1c(Cc2cncnc2)c(-c2cccs2)nc2ccccc12)C1CCCCC1
162,CHEMBL1171896,39810.72,Cc1ccc2c(N3CCN(CCc4ccccc4)CC3)cccc2n1
163,CHEMBL1172346,3.0,N#Cc1c[nH]c(C(=O)Nc2ccc(-c3ccncc3)cc2C2=CCCCC2)n1
164,CHEMBL1172744,8000.0,COC[C@@]12CNCC[C@]1(c1ccc3ccccc3c1)C2
165,CHEMBL1173087,3000.0,C=CCC(OC)[C@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2
166,CHEMBL1173532,10000.0,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2
167,CHEMBL1175,29050.0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
168,CHEMBL118,10000.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
169,CHEMBL118258,2000.0,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1
170,CHEMBL119385,40000.0,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
171,CHEMBL120067,2000.0,COc1cc2[nH]c(C)nc2cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1
172,CHEMBL1201187,14400.0,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
173,CHEMBL120185,2000.0,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1
174,CHEMBL1204128,2100.0,CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(S(C)(=O)=O)cc3)C(O)(C3CC3)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O.Cl
175,CHEMBL1204129,2800.0,CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(S(C)(=O)=O)cc3)C(O)(C3CC3)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O.CCl
176,CHEMBL1204130,3700.0,CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(S(C)(=O)=O)cc3)S(=O)(=O)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O.Cl
177,CHEMBL1204131,3800.0,CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(S(C)(=O)=O)cc3)S(=O)(=O)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O.CCl
178,CHEMBL1208835,200.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
179,CHEMBL1208892,100.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)n4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
180,CHEMBL1208959,200.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
181,CHEMBL1208960,100.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCOCC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
182,CHEMBL1208961,900.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F
183,CHEMBL1208962,1700.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCS(C)(=O)=O)c4)ccc32)sc1C(N)=O)c1ccccc1Cl
184,CHEMBL1208963,200.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCO)c4)ccc32)sc1C(N)=O)c1ccccc1Cl
185,CHEMBL1208964,4300.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NC5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl
186,CHEMBL1208965,8900.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc(NC5CCN(C)CC5)nc4)ccc32)sc1C(N)=O)c1ccccc1Cl
187,CHEMBL1209016,700.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCN5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl
188,CHEMBL1209017,400.0,C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1Cl
189,CHEMBL1209018,2400.0,CCN1CCN(CCCn2cc(-c3ccc4c(c3)ncn4-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)cn2)CC1
190,CHEMBL1209049,7000.0,CC(C)C(=O)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1
191,CHEMBL1209217,10000.0,O=C(C1CCOC1)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1
192,CHEMBL1209322,5000.0,CCCCCCCc1nc(-c2ccc(CNC(=O)[C@H]3NCC[C@@H]3O)cc2)no1
193,CHEMBL1209538,12000.0,Cc1nc2cc(-c3ccccc3)nn2c(-c2ccc(Cl)cc2Cl)c1CN
194,CHEMBL1209617,5000.0,C[C@H](NC(=O)[C@H]1NCC[C@@H]1O)c1ccc(-c2noc(CCC3CCCC3)n2)cc1
